Part #,Part Title,Description,Length,Width,Height,weight,MSRP/List,MAP,Tier 1,Tier 2,Tier 3,Fitment(year range/make/model/liter),Warranty
81657-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Full size truck 4.3L ,
81657-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 GMC Full size truck 4.3L ,
81657-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 GMC Full size truck 4.3L ,
81657-240,GMC,3 phase,9,9,9,17,$329 ,,10,15,20,1987-1995 GMC Full size truck 4.3L ,
81657-270,GMC,3 phase ,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Full size truck 4.3L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1996-2004 GMC Full size truck 4.3L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2004 GMC Full size truck 4.3L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2004 GMC Full size truck 4.3L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1996-2004 GMC Full size truck 4.3L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1996-2004 GMC Full size truck 4.3L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2005-2015 GMC Full size truck 4.3L ,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2015 GMC Full size truck 4.3L ,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2015 GMC Full size truck 4.3L ,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2005-2015 GMC Full size truck 4.3L ,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2005-2015 GMC Full size truck 4.3L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1999-2004 GMC Full size truck 4.8L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 GMC Full size truck 4.8L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 GMC Full size truck 4.8L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1999-2004 GMC Full size truck 4.8L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1999-2004 GMC Full size truck 4.8L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2005-2012 GMC Full size truck 4.8L,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2012 GMC Full size truck 4.8L,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2012 GMC Full size truck 4.8L,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2005-2012 GMC Full size truck 4.8L,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2005-2012 GMC Full size truck 4.8L,
81657-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1987-1995 GMC Full size truck 5.0L ,
81657-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1987-1995 GMC Full size truck 5.0L ,
81657-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Full size truck 5.0L ,
81657-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 GMC Full size truck 5.0L ,
81657-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 GMC Full size truck 5.0L ,
81657-240,GMC,3 phase,9,9,9,17,$329 ,,10,15,20,1987-1995 GMC Full size truck 5.0L ,
81657-270,GMC,3 phase ,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Full size truck 5.0L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1996-1999 GMC Full size truck 5.0L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-1999 GMC Full size truck 5.0L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-1999 GMC Full size truck 5.0L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1996-1999 GMC Full size truck 5.0L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1996-1999 GMC Full size truck 5.0L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1999-2004 GMC Full size truck 5.3L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 GMC Full size truck 5.3L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1999-2004 GMC Full size truck 5.3L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1999-2004 GMC Full size truck 5.3L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1999-2004 GMC Full size truck 5.3L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2005-2012 GMC Full size truck 5.3L ,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2012 GMC Full size truck 5.3L ,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2012 GMC Full size truck 5.3L ,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2005-2012 GMC Full size truck 5.3L ,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2005-2012 GMC Full size truck 5.3L ,
81657-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1987-1995 GMC Full size truck 5.7L ,
81657-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1987-1995 GMC Full size truck 5.7L ,
81657-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Full size truck 5.7L ,
81657-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 GMC Full size truck 5.7L ,
81657-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 GMC Full size truck 5.7L ,
81657-240,GMC,3 phase,9,9,9,17,$329 ,,10,15,20,1987-1995 GMC Full size truck 5.7L ,
81657-270,GMC,3 phase ,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Full size truck 5.7L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1996-2000 GMC Full size truck 5.7L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2000 GMC Full size truck 5.7L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2000 GMC Full size truck 5.7L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$529 ,,10,15,20,1996-2000 GMC Full size truck 5.7L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1996-2000 GMC Full size truck 5.7L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1999-2005 GMC Full size truck 6.0L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1999-2005 GMC Full size truck 6.0L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1999-2005 GMC Full size truck 6.0L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1999-2005 GMC Full size truck 6.0L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1999-2005 GMC Full size truck 6.0L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2006-2009 GMC Full size truck 6.0L ,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2006-2009 GMC Full size truck 6.0L ,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2006-2009 GMC Full size truck 6.0L ,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2006-2009 GMC Full size truck 6.0L ,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2006-2009 GMC Full size truck 6.0L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2009-2013 GMC Full size truck 6.2L ,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2009-2013 GMC Full size truck 6.2L ,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2009-2013 GMC Full size truck 6.2L ,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2009-2013 GMC Full size truck 6.2L ,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2009-2013 GMC Full size truck 6.2L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2001-2006 GMC Full size truck 6.6L Diesel ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2001-2006 GMC Full size truck 6.6L Diesel ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2001-2006 GMC Full size truck 6.6L Diesel ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2001-2006 GMC Full size truck 6.6L Diesel ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2001-2006 GMC Full size truck 6.6L Diesel ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2007-2009 GMC Full size truck 6.6L Diesel ,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2009 GMC Full size truck 6.6L Diesel ,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2007-2009 GMC Full size truck 6.6L Diesel ,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2007-2009 GMC Full size truck 6.6L Diesel ,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2007-2009 GMC Full size truck 6.6L Diesel ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1996-2000 GMC Full size truck 7.4L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2000 GMC Full size truck 7.4L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2000 GMC Full size truck 7.4L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1996-2000 GMC Full size truck 7.4L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1996-2000 GMC Full size truck 7.4L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2001-2005 GMC Full size truck 8.1L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2001-2005 GMC Full size truck 8.1L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2001-2005 GMC Full size truck 8.1L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2001-2005 GMC Full size truck 8.1L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2001-2005 GMC Full size truck 8.1L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2006-2007 GMC Full size truck 8.1L ,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2006-2007 GMC Full size truck 8.1L ,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2006-2007 GMC Full size truck 8.1L ,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2006-2007 GMC Full size truck 8.1L ,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2006-2007 GMC Full size truck 8.1L ,
7127-240,GMC,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,GMC Pre 1985,
7127-320,GMC,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,GMC Pre 1985,
8199-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1994-2003 GMC S-15 2.2L ,
8199-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1994-2003 GMC S-15 2.2L ,
8199-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1994-2003 GMC S-15 2.2L ,
8199-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1994-2003 GMC S-15 2.2L ,
8199-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1994-2003 GMC S-15 2.2L ,
81657-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1988-1993 GMC S-15 4.3L ,
81657-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1988-1993 GMC S-15 4.3L ,
81657-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1988-1993 GMC S-15 4.3L ,
81657-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1988-1993 GMC S-15 4.3L ,
81657-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1988-1993 GMC S-15 4.3L ,
81657-240,GMC,3 phase,9,9,9,17,$329 ,,10,15,20,1988-1993 GMC S-15 4.3L ,
81657-270,GMC,3 phase ,9,9,9,17,$399 ,,10,15,20,1988-1993 GMC S-15 4.3L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1994-2004 GMC S-15 4.3L,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1994-2004 GMC S-15 4.3L,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1994-2004 GMC S-15 4.3L,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1994-2004 GMC S-15 4.3L,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1994-2004 GMC S-15 4.3L,
81657-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1990-1993 GMC Safari 4.3L ,
81657-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1990-1993 GMC Safari 4.3L ,
81657-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1990-1993 GMC Safari 4.3L ,
81657-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1990-1993 GMC Safari 4.3L ,
81657-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1990-1993 GMC Safari 4.3L ,
81657-240,GMC,3 phase,9,9,9,17,$329 ,,10,15,20,1990-1993 GMC Safari 4.3L ,
81657-270,GMC,3 phase ,9,9,9,17,$399 ,,10,15,20,1990-1993 GMC Safari 4.3L ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1994-2004 GMC Safari 4.3L ,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1994-2004 GMC Safari 4.3L ,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1994-2004 GMC Safari 4.3L ,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1994-2004 GMC Safari 4.3L ,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1994-2004 GMC Safari 4.3L ,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2005-2012 GMC Savana Van w/ 2 pin Oval plug,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2012 GMC Savana Van w/ 2 pin Oval plug,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2012 GMC Savana Van w/ 2 pin Oval plug,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2005-2012 GMC Savana Van w/ 2 pin Oval plug,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2005-2012 GMC Savana Van w/ 2 pin Oval plug,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1996-2012 GMC Savana Van w/ 4 Pin Oval Plug,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2012 GMC Savana Van w/ 4 Pin Oval Plug,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2012 GMC Savana Van w/ 4 Pin Oval Plug,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1996-2012 GMC Savana Van w/ 4 Pin Oval Plug,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1996-2012 GMC Savana Van w/ 4 Pin Oval Plug,
81657-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1987-1995 GMC Suburban All gas engines ,
81657-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1987-1995 GMC Suburban All gas engines ,
81657-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Suburban All gas engines ,
81657-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 GMC Suburban All gas engines ,
81657-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 GMC Suburban All gas engines ,
81657-240,GMC,3 phase,9,9,9,17,$329 ,,10,15,20,1987-1995 GMC Suburban All gas engines ,
81657-270,GMC,3 phase ,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Suburban All gas engines ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1996-2004 GMC Suburban All gas engines  w/ oval plug,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2004 GMC Suburban All gas engines  w/ oval plug,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2004 GMC Suburban All gas engines  w/ oval plug,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1996-2004 GMC Suburban All gas engines  w/ oval plug,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1996-2004 GMC Suburban All gas engines  w/ oval plug,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2005-2013 GMC Suburban All gas engines W/ oval plug,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2013 GMC Suburban All gas engines W/ oval plug,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2013 GMC Suburban All gas engines W/ oval plug,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2005-2013 GMC Suburban All gas engines W/ oval plug,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2005-2013 GMC Suburban All gas engines W/ oval plug,
11252-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2010-2012 GMC Terrain 3.0L ,
11252-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2013-2015 GMC Terrain 3.6L ,
81657-240sc,GMC,6 Phase Hairpin,9,9,9,17,$359 ,,10,15,20,1987-1995 GMC Yukon All gas engines ,
81657-320sc,GMC,6 Phase Hairpin,9,9,9,17,$459 ,,10,15,20,1987-1995 GMC Yukon All gas engines ,
81657-250,GMC,6 Phase Hairpin,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Yukon All gas engines ,
81657-300,GMC,6 Phase Hairpin,9,9,9,17,$499 ,,10,15,20,1987-1995 GMC Yukon All gas engines ,
81657-370,GMC,6 Phase Hairpin,9,9,9,17,$599 ,,10,15,20,1987-1995 GMC Yukon All gas engines ,
81657-240,GMC,3 phase,9,9,9,17,$329 ,,10,15,20,1987-1995 GMC Yukon All gas engines ,
81657-270,GMC,3 phase ,9,9,9,17,$399 ,,10,15,20,1987-1995 GMC Yukon All gas engines ,
8206-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,1996-2004 GMC Yukon All gas engines w/ Oval plug,
8206-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2004 GMC Yukon All gas engines w/ Oval plug,
8206-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,1996-2004 GMC Yukon All gas engines w/ Oval plug,
8206-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,1996-2004 GMC Yukon All gas engines w/ Oval plug,
8206-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,1996-2004 GMC Yukon All gas engines w/ Oval plug,
8302-240,GMC,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2005-2011 GMC Yukon All gas engines w/ Oval plug,
8302-270,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2011 GMC Yukon All gas engines w/ Oval plug,
8302-250,GMC,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2005-2011 GMC Yukon All gas engines w/ Oval plug,
8302-300,GMC,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2005-2011 GMC Yukon All gas engines w/ Oval plug,
8302-370,GMC,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2005-2011 GMC Yukon All gas engines w/ Oval plug,
13980-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2003-2007 Honda Accord 2.4L ,
13980-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2003-2007 Honda Accord 2.4L ,
11390-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2008-2012 Honda Accord 2.4L ,
11390-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2008-2012 Honda Accord 2.4L ,
8220-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,1998-2002 Honda Accord 3.0L ,
8220-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,1998-2002 Honda Accord 3.0L ,
11030-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2004-2007 Honda Accord 3.0L ,
11030-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2004-2007 Honda Accord 3.0L ,
11392-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2008-2012 Honda Accord 3.5L ,
11392-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2008-2012 Honda Accord 3.5L ,
13700-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,1992-1995 Honda Civic 1.5L ,
13700-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,1992-1995 Honda Civic 1.5L ,
14989-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,1988-1991 Honda Civic 1.6L ,
14989-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,1988-1991 Honda Civic 1.6L ,
13700-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,1992-1995 Honda Civic 1.6L ,
13700-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,1992-1995 Honda Civic 1.6L ,
13649-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,1996-2000 Honda Civic 1.6L ,
13649-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,1996-2000 Honda Civic 1.6L ,
13893-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2001-2005 Honda Civic 1.7L ,
13893-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2001-2005 Honda Civic 1.7L ,
11176-250,Honda ,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2006-2011 Honda Civic 1.8L ,
11176-300,Honda ,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2006-2011 Honda Civic 1.8L ,
11176-370,Honda ,6 phase hairpin,9,9,9,17,$599 ,,10,15,20,2006-2011 Honda Civic 1.8L ,
13980-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2006-2010 Honda Civic 2.0L ,
13980-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2006-2010 Honda Civic 2.0L ,
13980-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2007-2009 Honda CRV 2.4L ,
13980-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2007-2009 Honda CRV 2.4L ,
11503-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2010-2011 Honda CRV 2.4L ,
11503-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2010-2011 Honda CRV 2.4L ,
14989-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,1988-1991 Honda CRX 1.6L ,
14989-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,1988-1991 Honda CRX 1.6L ,
13980-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2003-2009 Honda Element 2.4L ,
13980-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2003-2009 Honda Element 2.4L ,
11503-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2010-2011 Honda Element 2.4L ,
11503-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2010-2011 Honda Element 2.4L ,
13918-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2002-2004 Honda Oddysey 3.5L ,
13918-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2002-2004 Honda Oddysey 3.5L ,
11150-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2005-2007 Honda Oddysey 3.5L ,
11150-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2005-2007 Honda Oddysey 3.5L ,
11391-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2008-2013 Honda Oddysey 3.5L ,
11391-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2008-2013 Honda Oddysey 3.5L ,
13918-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2003-2004 Honda Pilot 3.5L ,
13918-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2003-2004 Honda Pilot 3.5L ,
11150-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2005-2008 Honda Pilot 3.5L ,
11150-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2005-2008 Honda Pilot 3.5L ,
11391-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2009-2014 Honda Pilot 3.5L ,
11391-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2009-2014 Honda Pilot 3.5L ,
11150-240,Honda ,6 phase hairpin,9,9,9,17,$359 ,,10,15,20,2006-2008 Honda Ridgeline 3.5L ,
11150-320,Honda ,6 phase hairpin,9,9,9,17,$459 ,,10,15,20,2006-2008 Honda Ridgeline 3.5L ,
8206-240,Hummer,6 phase hairpin,9,9,9,17,$329 ,,10,15,20,2003-2007 Hummer H2 6.0L ,
8206-270,Hummer,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2003-2007 Hummer H2 6.0L ,
8206-250,Hummer,6 phase hairpin,9,9,9,17,$399 ,,10,15,20,2003-2007 Hummer H2 6.0L ,
8206-300,Hummer,6 phase hairpin,9,9,9,17,$499 ,,10,15,20,2003-2007 Hummer H2 6.0L ,
